row	alpha	branch	matrix
4309	W_(w^2*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)
4330	(W_(w^2*2)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,0)
4331	(W_(w^2*2)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)
4332	(W_(w^2*2)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)
4333	(W_(w^2*2)+W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)(2,1,1)
4334	(W_(w^2*2)+W_(w^2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)
4335	(W_(w^2*2)*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)(3,2,1)(4,2,1)
4336	(W_(w^2*2)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)
4337	(W_(w^2*2)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,1,0)
4338	(W_(w^2*2)*W_(w^2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)
4339	(W_(w^2*2)^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)(3,2,1)(4,2,1)
4340	(W_(w^2*2)^W_(w^2*2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(7,2,0)(3,2,1)(4,2,1)
4341	psi_W_(w^2*2+1)(W_(w^2*2+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(8,3,0)
4342	W_(w^2*2+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)
4343	W_(w^2*2+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)
4344	W_(w^2*3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,1)
4345	W_(w^2*4)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,1)(6,3,0)(7,4,1)(8,4,1)(9,4,0)(7,4,1)(8,4,1)
4346	W_(w^3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)
4364	(W_(w^3)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)
4365	(W_(w^3)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)
4366	(W_(w^3)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)
4367	(W_(w^3)*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)(2,1,1)(2,1,1)
4368	(W_(w^3)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)
4369	(W_(w^3*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)
4370	(W_(w^3)^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)(2,1,1)(2,1,1)
4371	(W_(w^3)^W_(w^3))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,1,0)(1,1,1)(2,1,1)(2,1,1)
4372	psi_W_(w^3+1)(W_(w^3+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,0)
4373	W_(w^3+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)
4374	W_(w^3+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)
4375	W_(w^3+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)
4376	W_(w^3+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)
4377	W_(w^3*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,1)
4378	W_(w^3*3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(4,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,1)(6,3,1)
4379	W_(w^4)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,1)
4380	W_(w^5)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(2,1,1)(2,1,1)(2,1,1)
4381	W_(w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)
4382	W_(w^w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)
4383	W_(w^w+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)
4384	W_(w^2*2)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,0,0)
4385	W_(w^(w+1))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(2,1,1)
4386	W_(w^(w2))	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(2,1,1)(3,0,0)
4387	W_(w^w^2)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(3,0,0)
4388	W_(w^w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(4,0,0)
4389	W_psi(W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(4,1,0)
4390	W_psi(W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(4,1,1)
4391	W_psi(W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)(4,1,1)(5,1,1)(6,1,0)
4392	W_W	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)
4450	(W_W+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)
4452	(W_W+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)(7,5,0)
4453	(W_W+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)
4454	(W_W+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)
4455	(W_W+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)
4456	(W_W+W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)
4457	(W_W+W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(2,2,1)
4458	(W_W*2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(2,2,1)(3,2,1)(4,1,0)
4459	(W_W*3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(8,5,1)(9,5,1)(10,2,0)(2,2,1)(3,2,1)(4,1,0)
4460	(W_W*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)
4461	(W_W*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)
4462	(W_W*W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)
4463	(W_W*W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)(2,2,1)
4464	(W_W^2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)(2,2,1)(3,2,1)(4,1,0)
4465	(W_W^W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(6,2,0)(2,2,1)(3,2,1)(4,1,0)
4466	psi_W_(W+1)(W_(W+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(7,3,0)
4467	psi_W_(W+1)(W_W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(7,3,1)(8,3,1)(9,2,0)
4468	W_(W+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)
4485	(W_(W+1)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,0)
4486	(W_(W+1)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)
4487	(W_(W+1)+W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,2,0)
4488	(W_(W+1)+W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,2,0)(2,2,1)(3,2,1)(4,1,0)
4489	(W_(W+1)*2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,3,0)
4490	(W_(W+1)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)
4491	(W_(W+1)^2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,3,0)
4492	psi_W_(W+2)(W_(W+2))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(8,4,0)
4493	W_(W+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)
4494	W_(W+3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)(5,4,0)(6,5,1)(7,5,1)(8,5,0)
4495	W_(W+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)
4496	(W_(W+w)+1)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(8,5,1)
4497	(W_(W+w)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,1)
4498	W_(W+w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,0)(6,4,1)(7,4,1)(8,4,0)
4499	W_(W+w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,0)(6,4,1)(7,4,1)(8,4,0)(7,4,1)
4500	W_(W+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)
4501	W_(W+w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,0,0)
4502	W_(W2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,1,0)
4503	W_(W3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,4,0)(6,4,1)(7,4,1)(8,1,0)
4504	W_(W*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,1)
4505	W_(W*w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,1)(3,2,1)
4506	W_(W^2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,1)(4,1,0)
4507	W_(W^W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(4,1,0)
4508	W_psi_1(W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(5,2,0)
4509	W_psi_1(W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(5,2,1)(6,2,1)(7,1,0)
4510	W_W_2	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)
4519	(W_W_2+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,0)
4520	(W_W_2+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)
4521	(W_W_2+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,1,0)
4523	(W_W_2*2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,3,0)(3,3,1)(4,3,1)(5,2,0)
