row	alpha	branch	matrix
3487	(W_w*W^3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)(5,3,1)(6,1,0)(5,3,1)(6,1,0)
3488	(W_w*W^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)(6,0,0)
3489	(W_w*W^W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)(6,1,0)
3490	(W_w*psi_1(W_w))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)(7,2,1)
3491	(W_w*W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)
3492	(W_w*W_2*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)(2,2,0)(3,3,1)(4,3,1)(5,3,0)(3,3,1)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,2,0)(6,4,1)
3493	(W_w*W_3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)(2,2,0)(3,3,1)(4,3,1)(5,3,0)(3,3,1)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,3,0)
3494	(W_w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)
3518	(W_w^2+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,0)
3519	(W_w^2+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)
3520	(W_w^2+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)
3521	(W_w^2+W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)
3522	(W_w^2+W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)
3523	(W_w^2+W_w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,0)(7,4,0)
3524	(W_w^2+W_w*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)
3525	(W_w^2+W_w*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)
3526	(W_w^2+W_w*w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)(7,0,0)
3527	(W_w^2+W_w*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)(7,1,0)
3528	(W_w^2*2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)(7,1,0)(1,1,1)
3529	(W_w^2*2+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)(7,1,0)(6,3,0)(7,4,0)
3530	(W_w^2*3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)(7,1,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(8,4,1)(9,1,0)(1,1,1)
3531	(W_w^2*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)
3532	(W_w^2*w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(4,2,1)
3533	(W_w^2*w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,0,0)
3534	(W_w^2*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)
3535	(W_w^2*W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)(5,3,1)(6,2,0)
3536	(W_w^3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)
3537	(W_w^3*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)
3538	(W_w^3*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)
3539	(W_w^4)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)
3540	(W_w^w)	T0	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,0,0)
3541	(W_w^W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,1,0)
3542	(W_w^W_2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(6,2,0)
3543	(W_w^W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,1,0)(1,1,1)
3544	(W_w^W_w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(5,1,0)(5,1,0)(1,1,1)
3545	(W_w^W_w^W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,1,0)(1,1,1)
3546	psi_W_(w+1)(W_(w+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,0)
3547	psi_W_(w+1)(W_(w+2))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,0)(7,3,0)
3548	psi_W_(w+1)(W_(w2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,1)
3549	psi_W_(w+1)(W_(w^2))	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,1)(7,2,1)
3550	psi_W_(w+1)(W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,1)(7,2,1)(8,1,0)
3551	psi_W_(w+1)(W_W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,1)(7,2,1)(8,1,0)(1,1,1)
3552	psi_W_(W+1)(W_psi_W_(w+1)(W_(w+1)))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,1)(7,2,1)(8,1,0)(9,2,0)
3553	W_(w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)
3688	(W_(w+1)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)
3697	(W_(w+1)+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)(7,5,0)
3698	(W_(w+1)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)
3700	(W_(w+1)+w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,0)(8,5,0)
3701	(W_(w+1)+w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,0)(8,5,1)
3702	(W_(w+1)+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)
3703	(W_(w+1)+w^3)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(7,4,1)
3704	(W_(w+1)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)
3705	(W_(w+1)+W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(1,1,1)
3706	(W_(w+1)+W_w^2	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,1,0)(8,1,0)(1,1,1)
3707	(W_(w+1)*2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)
3708	(W_(w+1)*2+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(8,5,0)
3709	(W_(w+1)*2+W)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(8,5,1)
3710	(W_(w+1)*3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(8,5,1)(9,5,1)(10,2,0)
3711	(W_(w+1)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)
3721	(W_(w+1)*w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(5,3,0)(6,4,0)
3722	(W_(w+1)*w+W_(w+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(5,3,0)(6,4,1)(7,4,1)(8,2,0)
3723	(W_(w+1)*w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,1)
3724	(W_(w+1)*w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(5,3,1)
3725	(W_(w+1)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)
3726	(W_(w+1)*W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,1,0)(1,1,1)
3727	(W_(w+1)^2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,1)(6,2,0)
3728	(W_(w+1)^W_(w+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(6,2,0)
3729	psi_W_(w+2)(W_(w+2))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(7,3,0)
3730	psi_W_(w+2)(W_W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(7,3,1)(8,3,1)(9,1,0)
3731	W_(w+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)
3770	(W_(w+2)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,0)
3777	(W_(w+2)+w)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,0)(8,6,0)
3778	(W_(w+2)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)
3779	(W_(w+2)+w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,0)(9,6,0)
3780	(W_(w+2)+w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,0)(9,6,1)
3781	(W_(w+2)+w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)
3782	(W_(w+2)+W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,1,0)
3783	(W_(w+2)+W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,1,0)(1,1,1)
3784	(W_(w+2)+W_(w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,2,0)
3785	(W_(w+2)*2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,3,0)
3786	(W_(w+2)*3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,3,0)(8,5,0)(9,6,1)(10,6,1)(11,3,0)
3787	(W_(w+2)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)
3788	(W_(w+2)*w^2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(6,4,1)
3789	(W_(w+2)*W)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,1,0)
3790	(W_(w+2)*W_w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,1,0)(1,1,1)
3791	(W_(w+2)*W_(w+1))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,2,0)
3792	(W_(w+2)^2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,3,0)
3793	(W_(w+2)^W_(w+2))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(7,3,0)
3794	psi_W_(w+3)(W_(w+3))	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(8,4,0)
3795	W_(w+3)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)
3800	(W_(w+3)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)(5,4,0)(6,5,1)(7,5,1)(8,4,0)(7,5,0)(8,6,0)
3801	(W_(w+3)*w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)(5,4,0)(6,5,1)(7,5,1)(8,4,0)(7,5,1)
3802	W_(w+4)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)(5,4,0)(6,5,1)(7,5,1)(8,5,0)
3803	W_(w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)
3867	(W_(w2)+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,0)
3871	(W_(w2)+2)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,0)(8,5,0)
3872	(W_(w2)+w)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)
3873	(W_(w2)+w+1)	T1	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,0)(9,5,0)
3874	(W_(w2)+w2)	T2	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,0)(9,5,1)
