row	matrix	label_orig	label_norm	fix
214	(0,0)(1,1)(2,2)(3,1)(4,2)(5,1)	psi(W_2*psi_1(W_2*W)) = psi(W_2*e(W2)) = psi(psi_2(psi_1(W_2*W)))	psi(W_2*psi_1(W_2*W))	alias3
215	(0,0)(1,1)(2,2)(3,1)(4,2)(5,1)(6,2)	psi(W_2*psi_1(W_2*psi_1(W_2))) = psi(W_2*ee(W+1)) = psi(psi_2(psi_1(psi_2(psi_1(W_2)))))	psi(W_2*psi_1(W_2*psi_1(W_2)))	alias3
216	(0,0)(1,1)(2,2)(3,2)	psi(W_2^2) = psi(psi_2(W_2))	psi(W_2^2)	alias2
217	(0,0)(1,1)(2,2)(3,2)(2,2)	psi(W_2^2+W_2)	psi(W_2^2+W_2)	
218	(0,0)(1,1)(2,2)(3,2)(2,2)(3,2)	psi(W_2^2*2)	psi(W_2^2*2)	
219	(0,0)(1,1)(2,2)(3,2)(3,0)	psi(W_2^2*w) = psi(psi_2(W_2+1))	psi(W_2^2*w)	alias2
220	(0,0)(1,1)(2,2)(3,2)(3,1)	psi(W_2^2*W) = psi(psi_2(W_2+W))	psi(W_2^2*W)	alias2
221	(0,0)(1,1)(2,2)(3,2)(3,2)	psi(W_2^3) = psi(psi_2(W_2^2))	psi(W_2^3)	alias2
222	(0,0)(1,1)(2,2)(3,2)(4,0)	psi(W_2^w) = psi(psi_2(W_2*w))	psi(W_2^w)	alias2
223	(0,0)(1,1)(2,2)(3,2)(4,1)	psi(W_2^W) = psi(psi_2(W_2*W))	psi(W_2^W)	alias2
224	(0,0)(1,1)(2,2)(3,2)(4,1)(5,2)	psi(W_2^psi_1(W_2)) = psi(W_2^e(W+1)) = psi(psi_2(W*psi_1(W_2)))	psi(W_2^psi_1(W_2))	alias3
225	(0,0)(1,1)(2,2)(3,2)(4,2)	psi(W_2^W_2) = psi(psi_2(W_2^2))	psi(W_2^W_2)	alias2
226	(0,0)(1,1)(2,2)(3,2)(4,2)(2,2)(3,2)(4,2)	psi(W_2^W_2*2)	psi(W_2^W_2*2)	
227	(0,0)(1,1)(2,2)(3,2)(4,2)(3,0)	psi(W_2^W_2*w) = psi(psi_2(W_2^2+1))	psi(W_2^W_2*w)	alias2
228	(0,0)(1,1)(2,2)(3,2)(4,2)(3,1)	psi(W_2^W_2*W) = psi(psi_2(W_2^2+W))	psi(W_2^W_2*W)	alias2
229	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)	psi(W_2^(W_2+1)) = psi(psi_2(W_2^2+W_2))	psi(W_2^(W_2+1))	alias2
230	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)(4,0)	psi(W_2^(W_2+w)) = psi(psi_2(W_2^2+W_2*w))	psi(W_2^(W_2+w))	alias2
231	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)(4,1)	psi(W_2^(W_2+W)) = psi(psi_2(W_2^2+W_2*W))	psi(W_2^(W_2+W))	alias2
232	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)(4,2)	psi(W_2^(W_2*2)) = psi(psi_2(W_2^2*2))	psi(W_2^(W_2*2))	alias2
233	(0,0)(1,1)(2,2)(3,2)(4,2)(4,0)	psi(W_2^(W_2*w)) = psi(psi_2(W_2^2*w))	psi(W_2^(W_2*w))	alias2
234	(0,0)(1,1)(2,2)(3,2)(4,2)(4,1)	psi(W_2^(W_2*W)) = psi(psi_2(W_2^2*W))	psi(W_2^(W_2*W))	alias2
235	(0,0)(1,1)(2,2)(3,2)(4,2)(4,2)	psi(W_2^W_2^2) = psi(psi_2(W_2^3))	psi(W_2^W_2^2)	alias2
236	(0,0)(1,1)(2,2)(3,2)(4,2)(4,2)(4,2)	psi(W_2^W_2^3) = psi(psi_2(W_2^4))	psi(W_2^W_2^3)	alias2
237	(0,0)(1,1)(2,2)(3,2)(4,2)(5,0)	psi(W_2^W_2^w) = psi(psi_2(W_2^w))	psi(W_2^W_2^w)	alias2
238	(0,0)(1,1)(2,2)(3,2)(4,2)(5,1)	psi(W_2^W_2^W) = psi(psi_2(W_2^W))	psi(W_2^W_2^W)	alias2
239	(0,0)(1,1)(2,2)(3,2)(4,2)(5,2)	psi(W_2^W_2^W_2) = psi(psi_2(W_2^W_2))	psi(W_2^W_2^W_2)	alias2
240	(0,0)(1,1)(2,2)(3,2)(4,2)(5,2)(6,2)	psi(W_2^W_2^W_2^W_2) = psi(psi_2(W_2^W_2^W_2))	psi(W_2^W_2^W_2^W_2)	alias2
241	(0,0)(1,1)(2,2)(3,3)	psi(W_3) = psi(psi_3(0)) = psi(psi_I(2))	psi(W_3)	alias3
242	(0,0)(1,1)(2,2)(3,3)(1,1)	psi(W_3+W)	psi(W_3+W)	
243	(0,0)(1,1)(2,2)(3,3)(1,1)(2,2)	psi(W_3+psi_1(W_2))	psi(W_3+psi_1(W_2))	
244	(0,0)(1,1)(2,2)(3,3)(1,1)(2,2)(3,3)	psi(W_3+psi_1(W_3))	psi(W_3+psi_1(W_3))	
245	(0,0)(1,1)(2,2)(3,3)(2,0)	psi(W_3+psi_1(W_3)*w) = psi(W_3+psi_1(W_3+1))	psi(W_3+psi_1(W_3)*w)	alias2
246	(0,0)(1,1)(2,2)(3,3)(2,1)	psi(W_3+psi_1(W_3)*W) = psi(W_3+psi_1(W_3+W))	psi(W_3+psi_1(W_3)*W)	alias2
247	(0,0)(1,1)(2,2)(3,3)(2,2)	psi(W_3+W_2)	psi(W_3+W_2)	
248	(0,0)(1,1)(2,2)(3,3)(2,2)(3,3)	psi(W_3+psi_2(W_3)) = psi(W_3+e(W_2+1))	psi(W_3+psi_2(W_3))	alias2
249	(0,0)(1,1)(2,2)(3,3)(3,0)	psi(W_3+psi_2(W_3)*w) = psi(W_3+psi_2(W_3+1))	psi(W_3+psi_2(W_3)*w)	alias2
250	(0,0)(1,1)(2,2)(3,3)(3,1)	psi(W_3+psi_2(W_3)*W) = psi(W_3+psi_2(W_3+W))	psi(W_3+psi_2(W_3)*W)	alias2
251	(0,0)(1,1)(2,2)(3,3)(3,2)	psi(W_3+psi_2(W_3)*W_2) = psi(W_3+psi_2(W_3+W_2))	psi(W_3+psi_2(W_3)*W_2)	alias2
252	(0,0)(1,1)(2,2)(3,3)(3,3)	psi(W_3*2)	psi(W_3*2)	
253	(0,0)(1,1)(2,2)(3,3)(4,0)	psi(W_3*w) = psi(psi_3(1))	psi(W_3*w)	alias2
254	(0,0)(1,1)(2,2)(3,3)(4,1)	psi(W_3*W) = psi(psi_3(W))	psi(W_3*W)	alias2
255	(0,0)(1,1)(2,2)(3,3)(4,2)	psi(W_3*W_2) = psi(psi_3(W_2))	psi(W_3*W_2)	alias2
256	(0,0)(1,1)(2,2)(3,3)(4,3)	psi(W_3^2) = psi(psi_3(W_3))	psi(W_3^2)	alias2
257	(0,0)(1,1)(2,2)(3,3)(4,3)(4,3)	psi(W_3^3) = psi(psi_3(W_3*2))	psi(W_3^3)	alias2
258	(0,0)(1,1)(2,2)(3,3)(4,3)(5,0)	psi(W_3^w) = psi(psi_3(W_3*w))	psi(W_3^w)	alias2
259	(0,0)(1,1)(2,2)(3,3)(4,3)(5,3)	psi(W_3^W_3) = psi(psi_3(W_3^2))	psi(W_3^W_3)	alias2
260	(0,0)(1,1)(2,2)(3,3)(4,3)(5,3)(6,3)	psi(W_3^W_3^W_3) = psi(psi_3(W_3^W_3))	psi(W_3^W_3^W_3)	alias2
261	(0,0)(1,1)(2,2)(3,3)(4,4)	psi(W_4) = psi(psi_4(0)) = psi(psi_I(3))	psi(W_4)	alias3
262	(0,0)(1,1)(2,2)(3,3)(4,4)(4,4)	psi(W_4*2)	psi(W_4*2)	
263	(0,0)(1,1)(2,2)(3,3)(4,4)(5,4)	psi(W_4^2) = psi(psi_4(W_4))	psi(W_4^2)	alias2
264	(0,0)(1,1)(2,2)(3,3)(4,4)(5,4)(6,4)	psi(W_4^W_4) = psi(psi_4(W_4^2))	psi(W_4^W_4)	alias2
265	(0,0)(1,1)(2,2)(3,3)(4,4)(5,5)	psi(W_5) = psi(psi_I(4))	psi(W_5)	alias2
266	(0,0)(1,1)(2,2)(3,3)(4,4)(5,5)(6,6)	psi(W_6) = psi(psi_I(5))	psi(W_6)	alias2
267	(0,0,0)(1,1,1)	psi(W_w)	psi(W_w)	
269	(0,0,0)(1,1,1)(0,0,0)	psi(W_w)+1	psi(W_w)+1	
270	(0,0,0)(1,1,1)(0,0,0)(1,0,0)	psi(W_w)+w	psi(W_w)+w	
271	(0,0,0)(1,1,1)(0,0,0)(1,1,0)	psi(W_w)+psi(W)	psi(W_w)+psi(W)	
272	(0,0,0)(1,1,1)(0,0,0)(1,1,0)(2,2,0)	psi(W_w)+psi(W_2)	psi(W_w)+psi(W_2)	
273	(0,0,0)(1,1,1)(0,0,0)(1,1,1)	psi(W_w)*2	psi(W_w)*2	
274	(0,0,0)(1,1,1)(0,0,0)(1,1,1)(0,0,0)(1,1,1)	psi(W_w)*3	psi(W_w)*3	
275	(0,0,0)(1,1,1)(1,0,0)	psi(W_w)*w = psi(W_w+1)	psi(W_w)*w	alias2
276	(0,0,0)(1,1,1)(1,0,0)(1,0,0)	psi(W_w)*w^2 = psi(W_w+2)	psi(W_w)*w^2	alias2
277	(0,0,0)(1,1,1)(1,0,0)(2,0,0)	psi(W_w)*w^w = psi(W_w+w)	psi(W_w)*w^w	alias2
278	(0,0,0)(1,1,1)(1,0,0)(2,1,0)	psi(W_w)*psi(W) = psi(W_w+psi(W))	psi(W_w)*psi(W)	alias2
279	(0,0,0)(1,1,1)(1,0,0)(2,1,0)(3,2,0)	psi(W_w)*psi(W_2) = psi(W_w+psi(W_2))	psi(W_w)*psi(W_2)	alias2
280	(0,0,0)(1,1,1)(1,0,0)(2,1,1)	psi(W_w)^2 = psi(W_w+psi(W_w))	psi(W_w)^2	alias2
281	(0,0,0)(1,1,1)(1,0,0)(2,1,1)(1,0,0)(2,1,1)	psi(W_w)^3 = psi(W_w+psi(W_w)*2)	psi(W_w)^3	alias2
282	(0,0,0)(1,1,1)(1,0,0)(2,1,1)(2,0,0)	psi(W_w)^w = psi(W_w+psi(W_w+1))	psi(W_w)^w	alias2
283	(0,0,0)(1,1,1)(1,0,0)(2,1,1)(2,0,0)(3,1,1)	psi(W_w)^psi(W_w) = psi(W_w+psi(W_w+psi(W_w)))	psi(W_w)^psi(W_w)	alias2
284	(0,0,0)(1,1,1)(1,1,0)	psi(W_w+W)	psi(W_w+W)	
285	(0,0,0)(1,1,1)(1,1,0)(1,1,0)	psi(W_w+W2)	psi(W_w+W2)	
286	(0,0,0)(1,1,1)(1,1,0)(2,0,0)	psi(W_w+W*w)	psi(W_w+W*w)	
287	(0,0,0)(1,1,1)(1,1,0)(2,0,0)(3,1,1)	psi(W_w+W*psi(W_w))	psi(W_w+W*psi(W_w))	
288	(0,0,0)(1,1,1)(1,1,0)(2,1,0)	psi(W_w+W^2)	psi(W_w+W^2)	
289	(0,0,0)(1,1,1)(1,1,0)(2,1,0)(3,0,0)	psi(W_w+W^w)	psi(W_w+W^w)	
290	(0,0,0)(1,1,1)(1,1,0)(2,1,0)(3,1,0)	psi(W_w+W^W)	psi(W_w+W^W)	
291	(0,0,0)(1,1,1)(1,1,0)(2,1,0)(3,1,0)(4,1,0)	psi(W_w+W^W^W)	psi(W_w+W^W^W)	
292	(0,0,0)(1,1,1)(1,1,0)(2,2,0)	psi(W_w+psi_1(W_2))	psi(W_w+psi_1(W_2))	
293	(0,0,0)(1,1,1)(1,1,0)(2,2,0)(3,2,0)	psi(W_w+psi_1(W_2^2))	psi(W_w+psi_1(W_2^2))	
294	(0,0,0)(1,1,1)(1,1,0)(2,2,0)(3,3,0)	psi(W_w+psi_1(W_3))	psi(W_w+psi_1(W_3))	
295	(0,0,0)(1,1,1)(1,1,0)(2,2,0)(3,3,0)(4,4,0)	psi(W_w+psi_1(W_4))	psi(W_w+psi_1(W_4))	
296	(0,0,0)(1,1,1)(1,1,0)(2,2,1)	psi(W_w+psi_1(W_w))	psi(W_w+psi_1(W_w))	
297	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(1,1,0)	psi(W_w+psi_1(W_w)+W)	psi(W_w+psi_1(W_w)+W)	
298	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(1,1,0)(2,2,1)	psi(W_w+psi_1(W_w)*2)	psi(W_w+psi_1(W_w)*2)	
299	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,0,0)	psi(W_w+psi_1(W_w)*w)	psi(W_w+psi_1(W_w)*w)	
300	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,1,0)	psi(W_w+psi_1(W_w)*W)	psi(W_w+psi_1(W_w)*W)	
301	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,1,0)(3,1,0)	psi(W_w+psi_1(W_w)*W^W)	psi(W_w+psi_1(W_w)*W^W)	
302	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,1,0)(3,2,0)	psi(W_w+psi_1(W_w)*psi_1(W_2))	psi(W_w+psi_1(W_w)*psi_1(W_2))	
303	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,1,0)(3,2,1)	psi(W_w+psi_1(W_w)^2)	psi(W_w+psi_1(W_w)^2)	
304	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,1,0)(3,2,1)(3,1,0)	psi(W_w+psi_1(W_w)^W)	psi(W_w+psi_1(W_w)^W)	
305	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,1,0)(3,2,1)(3,1,0)(4,2,1)	psi(W_w+psi_1(W_w)^psi_1(W_w))	psi(W_w+psi_1(W_w)^psi_1(W_w))	
306	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)	psi(W_w+W_2)	psi(W_w+W_2)	
307	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(2,2,0)	psi(W_w+W_2*2)	psi(W_w+W_2*2)	
308	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,2,0)	psi(W_w+W_2^2)	psi(W_w+W_2^2)	
309	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,3,0)	psi(W_w+psi_2(W_3))	psi(W_w+psi_2(W_3))	
310	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,3,1)	psi(W_w+psi_2(W_w))	psi(W_w+psi_2(W_w))	
311	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,3,1)(3,2,0)	psi(W_w+psi_2(W_w)*W_2)	psi(W_w+psi_2(W_w)*W_2)	
312	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,3,1)(3,3,0)	psi(W_w+W_3)	psi(W_w+W_3)	
313	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,3,1)(3,3,0)(4,4,1)	psi(W_w+psi_3(W_w))	psi(W_w+psi_3(W_w))	
314	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,3,1)(3,3,0)(4,4,1)(4,4,0)	psi(W_w+W_4)	psi(W_w+W_4)	
315	(0,0,0)(1,1,1)(1,1,0)(2,2,1)(2,2,0)(3,3,1)(3,3,0)(4,4,1)(4,4,0)(5,5,1)(5,5,0)	psi(W_w+W_5)	psi(W_w+W_5)	
316	(0,0,0)(1,1,1)(1,1,1)	psi(W_w*2)	psi(W_w*2)	
317	(0,0,0)(1,1,1)(1,1,1)(1,1,0)	psi(W_w*2+W)	psi(W_w*2+W)	
318	(0,0,0)(1,1,1)(1,1,1)(1,1,0)(2,2,1)	psi(W_w*2+psi_1(W_w))	psi(W_w*2+psi_1(W_w))	
319	(0,0,0)(1,1,1)(1,1,1)(1,1,0)(2,2,1)(2,2,1)	psi(W_w*2+psi_1(W_w*2))	psi(W_w*2+psi_1(W_w*2))	
320	(0,0,0)(1,1,1)(1,1,1)(1,1,0)(2,2,1)(2,2,1)(2,1,0)	psi(W_w*2+psi_1(W_w*2)*W)	psi(W_w*2+psi_1(W_w*2)*W)	
321	(0,0,0)(1,1,1)(1,1,1)(1,1,0)(2,2,1)(2,2,1)(2,2,0)	psi(W_w*2+W_2)	psi(W_w*2+W_2)	
322	(0,0,0)(1,1,1)(1,1,1)(1,1,0)(2,2,1)(2,2,1)(2,2,0)(3,3,1)(3,3,1)(3,3,0)	psi(W_w*2+W_3)	psi(W_w*2+W_3)	
323	(0,0,0)(1,1,1)(1,1,1)(1,1,1)	psi(W_w*3)	psi(W_w*3)	
324	(0,0,0)(1,1,1)(1,1,1)(1,1,1)(1,1,1)	psi(W_w*4)	psi(W_w*4)	
325	(0,0,0)(1,1,1)(2,0,0)	psi(W_w*w)	psi(W_w*w)	
326	(0,0,0)(1,1,1)(2,0,0)(1,1,0)	psi(W_w*w+W)	psi(W_w*w+W)	
327	(0,0,0)(1,1,1)(2,0,0)(1,1,0)(2,2,1)	psi(W_w*w+psi_1(W_w))	psi(W_w*w+psi_1(W_w))	
328	(0,0,0)(1,1,1)(2,0,0)(1,1,0)(2,2,1)(3,0,0)	psi(W_w*w+psi_1(W_w*w))	psi(W_w*w+psi_1(W_w*w))	
329	(0,0,0)(1,1,1)(2,0,0)(1,1,0)(2,2,1)(3,0,0)(2,2,0)	psi(W_w*w+W_2)	psi(W_w*w+W_2)	
330	(0,0,0)(1,1,1)(2,0,0)(1,1,0)(2,2,1)(3,0,0)(2,2,0)(3,3,1)(4,0,0)(3,3,0)	psi(W_w*w+W_3)	psi(W_w*w+W_3)	
331	(0,0,0)(1,1,1)(2,0,0)(1,1,1)	psi(W_w*w+W_w)	psi(W_w*w+W_w)	
332	(0,0,0)(1,1,1)(2,0,0)(1,1,1)(1,1,1)	psi(W_w*w+W_w*2)	psi(W_w*w+W_w*2)	
333	(0,0,0)(1,1,1)(2,0,0)(1,1,1)(2,0,0)	psi(W_w*w2)	psi(W_w*w2)	
334	(0,0,0)(1,1,1)(2,0,0)(2,0,0)	psi(W_w*w^2)	psi(W_w*w^2)	
335	(0,0,0)(1,1,1)(2,0,0)(3,0,0)	psi(W_w*w^w)	psi(W_w*w^w)	
336	(0,0,0)(1,1,1)(2,0,0)(3,1,0)	psi(W_w*psi(W))	psi(W_w*psi(W))	
337	(0,0,0)(1,1,1)(2,0,0)(3,1,1)	psi(W_w*psi(W_w))	psi(W_w*psi(W_w))	
338	(0,0,0)(1,1,1)(2,1,0)	psi(W_w*W)	psi(W_w*W)	
339	(0,0,0)(1,1,1)(2,1,0)(1,1,0)	psi(W_w*W+W)	psi(W_w*W+W)	
340	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,0)	psi(W_w*W+psi_1(W_2))	psi(W_w*W+psi_1(W_2))	
341	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)	psi(W_w*W+psi_1(W_w))	psi(W_w*W+psi_1(W_w))	
342	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,0,0)	psi(W_w*W+psi_1(W_w*w))	psi(W_w*W+psi_1(W_w*w))	
343	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,0,0)(4,1,1)	psi(W_w*W+psi_1(W_w*psi(W_w)))	psi(W_w*W+psi_1(W_w*psi(W_w)))	
344	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)	psi(W_w*W+psi_1(W_w*W))	psi(W_w*W+psi_1(W_w*W))	
345	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(1,1,0)(2,2,1)(3,1,0)	psi(W_w*W+psi_1(W_w*W)*2)	psi(W_w*W+psi_1(W_w*W)*2)	
346	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,1,0)	psi(W_w*W+psi_1(W_w*W)*w)	psi(W_w*W+psi_1(W_w*W)*w)	
347	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,0)	psi(W_w*W+W_2)	psi(W_w*W+W_2)	
348	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,0)(3,3,1)	psi(W_w*W+psi_2(W_w))	psi(W_w*W+psi_2(W_w))	
349	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,0)(3,3,1)(4,1,0)	psi(W_w*W+psi_2(W_w*W))	psi(W_w*W+psi_2(W_w*W))	
350	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,0)(3,3,1)(4,1,0)(3,3,0)	psi(W_w*W+W_3)	psi(W_w*W+W_3)	
351	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)	psi(W_w*W+W_w)	psi(W_w*W+W_w)	
352	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(1,1,0)	psi(W_w*W+W_w+W)	psi(W_w*W+W_w+W)	
353	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(1,1,0)(2,2,1)(3,1,0)	psi(W_w*W+W_w+psi_1(W_w*W))	psi(W_w*W+W_w+psi_1(W_w*W))	
354	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(1,1,0)(2,2,1)(3,1,0)(2,2,1)	psi(W_w*W+W_w+psi_1(W_w*W+W_w))	psi(W_w*W+W_w+psi_1(W_w*W+W_w))	
355	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(2,1,0)	psi(W_w*W+W_w+psi_1(W_w*W+W_w)*W)	psi(W_w*W+W_w+psi_1(W_w*W+W_w)*W)	
356	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(2,2,0)	psi(W_w*W+W_w+W_2)	psi(W_w*W+W_w+W_2)	
357	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(2,2,0)(3,3,1)(4,1,0)(3,3,1)	psi(W_w*W+W_w+psi_2(W_w*W+W_w))	psi(W_w*W+W_w+psi_2(W_w*W+W_w))	
358	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(2,2,0)(3,3,1)(4,1,0)(3,3,1)(3,3,0)	psi(W_w*W+W_w+W_3)	psi(W_w*W+W_w+W_3)	
359	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(2,2,1)	psi(W_w*W+W_w*2)	psi(W_w*W+W_w*2)	
360	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(2,2,1)(2,2,1)	psi(W_w*W+W_w*3)	psi(W_w*W+W_w*3)	
361	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(3,0,0)	psi(W_w*W+W_w*w)	psi(W_w*W+W_w*w)	
362	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(3,0,0)(4,1,1)	psi(W_w*W+W_w*psi(W_w))	psi(W_w*W+W_w*psi(W_w))	
363	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(3,1,0)	psi(W_w*W2)	psi(W_w*W2)	
364	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(3,1,0)(2,2,1)	psi(W_w*W2+W_w)	psi(W_w*W2+W_w)	
365	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(2,2,1)(3,1,0)(2,2,1)(3,1,0)	psi(W_w*W3)	psi(W_w*W3)	
366	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(3,0,0)	psi(W_w*W*w)	psi(W_w*W*w)	
367	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(3,0,0)(4,1,1)	psi(W_w*W*psi(W_w))	psi(W_w*W*psi(W_w))	
368	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(3,1,0)	psi(W_w*W^2)	psi(W_w*W^2)	
369	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(3,1,0)(3,1,0)	psi(W_w*W^3)	psi(W_w*W^3)	
370	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,0,0)	psi(W_w*W^w)	psi(W_w*W^w)	
371	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,1,0)	psi(W_w*W^W)	psi(W_w*W^W)	
372	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,1,0)(5,1,0)	psi(W_w*W^W^W)	psi(W_w*W^W^W)	
373	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,0)	psi(W_w*psi_1(W_2))	psi(W_w*psi_1(W_2))	
374	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,0)(4,2,0)	psi(W_w*psi_1(W_2*2))	psi(W_w*psi_1(W_2*2))	
375	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,0)(5,2,0)	psi(W_w*psi_1(W_2^2))	psi(W_w*psi_1(W_2^2))	
376	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,0)(5,3,0)	psi(W_w*psi_1(W_3))	psi(W_w*psi_1(W_3))	
377	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)	psi(W_w*psi_1(W_w))	psi(W_w*psi_1(W_w))	
378	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)(4,2,1)	psi(W_w*psi_1(W_w*2))	psi(W_w*psi_1(W_w*2))	
379	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)(5,1,0)	psi(W_w*psi_1(W_w*W))	psi(W_w*psi_1(W_w*W))	
380	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)(5,1,0)(4,2,1)	psi(W_w*psi_1(W_w*W+W_w))	psi(W_w*psi_1(W_w*W+W_w))	
381	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)(5,1,0)(5,1,0)	psi(W_w*psi_1(W_w*W^2))	psi(W_w*psi_1(W_w*W^2))	
382	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)(5,1,0)(6,2,0)	psi(W_w*psi_1(W_w*psi_1(W_2)))	psi(W_w*psi_1(W_w*psi_1(W_2)))	
383	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)(5,1,0)(6,2,1)	psi(W_w*psi_1(W_w*psi_1(W_w)))	psi(W_w*psi_1(W_w*psi_1(W_w)))	
384	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,1,0)(4,2,1)(5,1,0)(6,2,1)(7,1,0)	psi(W_w*psi_1(W_w*psi_1(W_w*W)))	psi(W_w*psi_1(W_w*psi_1(W_w*W)))	
385	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,2,0)	psi(W_w*W_2)	psi(W_w*W_2)	
386	(0,0,0)(1,1,1)(2,1,0)(1,1,0)(2,2,1)(3,2,0)(1,1,0)	psi(W_w*W_2+W)	psi(W_w*W_2+W)	
