row	matrix	label_orig	label_norm	fix
4575	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w*w)))	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w*w)))	
4576	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)	psi(W_W_W_w+psi_W_(W_w+1)(W_W_(w+1)))	psi(W_W_W_w+psi_W_(W_w+1)(W_W_(w+1)))	
4577	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)	psi(W_W_W_w+psi_W_(W_w+1)(W_W_(w2)))	psi(W_W_W_w+psi_W_(W_w+1)(W_W_(w2)))	
4578	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w+psi_W_(W_w+1)(W_W_W)))	psi(W_W_W_w+psi_W_(W_w+1)(W_W_W))	paren-1
4579	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(W_w+1)(W_W_W_w))	psi(W_W_W_w+psi_W_(W_w+1)(W_W_W_w))	
4580	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,0)	psi(W_W_W_w+W_(W_w+1))	psi(W_W_W_w+W_(W_w+1))	
4581	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)	psi(W_W_W_w+W_(W_w+w))	psi(W_W_W_w+W_(W_w+w))	
4582	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)	psi(W_W_W_w+W_(W_w+W))	psi(W_W_W_w+W_(W_w+W))	
4583	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)	psi(W_W_W_w+W_(W_w*2))	psi(W_W_W_w+W_(W_w*2))	
4584	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)	psi(W_W_W_w+W_(W_w*w))	psi(W_W_W_w+W_(W_w*w))	
4585	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)	psi(W_W_W_w+W_W_(w+1))	psi(W_W_W_w+W_W_(w+1))	
4586	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)	psi(W_W_W_w+W_W_(w2))	psi(W_W_W_w+W_W_(w2))	
4587	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w+W_W_W)	psi(W_W_W_w+W_W_W)	
4588	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w*2)	psi(W_W_W_w*2)	
4589	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,1,0)	psi(W_W_W_w*W)	psi(W_W_W_w*W)	
4590	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,1,0)(1,1,1)	psi(W_W_W_w*W_w)	psi(W_W_W_w*W_w)	
4591	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)	psi(W_W_W_w*W_(w+1))	psi(W_W_W_w*W_(w+1))	
4592	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(3,2,1)	psi(W_W_W_w*W_(w2))	psi(W_W_W_w*W_(w2))	
4593	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w*W_W)	psi(W_W_W_w*W_W)	
4594	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w*W_W_w)	psi(W_W_W_w*W_W_w)	
4595	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,2,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w*W_W_w^2)	psi(W_W_W_w*W_W_w^2)	
4596	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)	psi(W_W_W_w*W_(W_w+1))	psi(W_W_W_w*W_(W_w+1))	
4597	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)	psi(W_W_W_w*W_(W_w+W))	psi(W_W_W_w*W_(W_w+W))	
4598	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,1,0)	psi(W_W_W_w*W_(W_w+W))	psi(W_W_W_w*W_(W_w+W))	
4599	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)	psi(W_W_W_w*W_(W_w*2))	psi(W_W_W_w*W_(W_w*2))	
4600	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,1,0)(6,3,1)	psi(W_W_W_w*W_(W_w*w))	psi(W_W_W_w*W_(W_w*w))	
4601	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,2,0)	psi(W_W_W_w*W_W_(w+1))	psi(W_W_W_w*W_W_(w+1))	
4602	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)	psi(W_W_W_w*W_W_(w2))	psi(W_W_W_w*W_W_(w2))	
4603	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w*W_W_W)	psi(W_W_W_w*W_W_W)	
4604	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w^2)	psi(W_W_W_w^2)	
4605	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,3,0)(5,3,1)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w^W_W_W_w)	psi(W_W_W_w^W_W_W_w)	
4606	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,0)	psi(W_(W_W_w+1))	psi(W_(W_W_w+1))	
4607	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)	psi(W_(W_W_w+w))	psi(W_(W_W_w+w))	
4608	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)	psi(W_(W_W_w+W))	psi(W_(W_W_w+W))	
4609	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)	psi(W_(W_W_w+W_w))	psi(W_(W_W_w+W_w))	
4610	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)	psi(W_(W_W_w+W_(w+1)))	psi(W_(W_W_w+W_(w+1)))	
4611	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)(3,2,1)	psi(W_(W_W_w+W_(w2))	psi(W_(W_W_w+W_(w2)))	paren+1
4612	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_(W_W_w+W_W))	psi(W_(W_W_w+W_W))	
4613	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,0)(7,4,1)(8,4,1)(9,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_W_w*2))	psi(W_(W_W_w*2))	
4614	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)	psi(W_(W_W_w*w))	psi(W_(W_W_w*w))	
4615	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,1,0)	psi(W_(W_W_w*W))	psi(W_(W_W_w*W))	
4616	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)	psi(W_(W_W_w*W_(w+1)))	psi(W_(W_W_w*W_(w+1)))	
4617	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_(W_W_w*W_W))	psi(W_(W_W_w*W_W))	
4618	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(6,3,1)(7,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_W_w^2))	psi(W_(W_W_w^2))	
4619	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,2,0)(8,3,0)	psi(W_psi_W_(W_w+1)(W_(W_w+1)))	psi(W_psi_W_(W_w+1)(W_(W_w+1)))	
4620	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,3,0)	psi(W_W_(W_w+1))	psi(W_W_(W_w+1))	
4621	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,0)(6,4,1)(7,4,1)(8,4,0)	psi(W_W_(W_w+2))	psi(W_W_(W_w+2))	
4622	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)	psi(W_W_(W_w+w))	psi(W_W_(W_w+w))	
4623	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)	psi(W_W_(W_w*2))	psi(W_W_(W_w*2))	
4624	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(5,3,1)(6,3,1)(7,1,0)(6,3,0)(7,4,1)(8,4,1)(9,4,0)(7,4,1)(8,4,1)(9,1,0)(1,1,1)	psi(W_W_(W_w*3))	psi(W_W_(W_w*3))	
4625	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)	psi(W_W_(W_w*w))	psi(W_W_(W_w*w))	
4626	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)	psi(W_W_(W_w*W))	psi(W_W_(W_w*W))	
4627	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_(W_w^2))	psi(W_W_(W_w^2))	
4628	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(6,2,0)	psi(W_W_psi_W_(w+1)(W_(w+1)))	psi(W_W_psi_W_(w+1)(W_(w+1)))	
4629	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)	psi(W_W_W_(w+1))	psi(W_W_W_(w+1))	
4630	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)	psi(W_W_W_(w+1)+W_(w+1))	psi(W_W_W_(w+1)+W_(w+1))	
4631	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_W_W_(w+1)+psi_W_(w+2)(W_W_W_(w+1)))	psi(W_W_W_(w+1)+psi_W_(w+2)(W_W_W_(w+1)))	
4632	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_W_W_(w+1)+W_W_(w+1)))	psi(W_W_W_(w+1)+W_W_(w+1))	paren-1
4633	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)	psi(W_W_W_(w+1)+psi_W_(W_(w+1)+1)(W_(W_(w+1)+1)))	psi(W_W_W_(w+1)+psi_W_(W_(w+1)+1)(W_(W_(w+1)+1)))	
4634	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_W_W_(w+1)+psi_W_(W_(w+1)+1)(W_W_W_(w+1)))	psi(W_W_W_(w+1)+psi_W_(W_(w+1)+1)(W_W_W_(w+1)))	
4635	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(6,4,0)	psi(W_W_W_(w+1)+W_(W_(w+1)+1))	psi(W_W_W_(w+1)+W_(W_(w+1)+1))	
4636	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(6,4,1)(7,4,1)(8,2,0)	psi(W_W_W_(w+1)+W_(W_(w+1)*2))	psi(W_W_W_(w+1)+W_(W_(w+1)*2))	
4637	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(6,4,1)(7,4,1)(8,3,0)	psi(W_W_W_(w+1)+W_W_(w+2))	psi(W_W_W_(w+1)+W_W_(w+2))	
4638	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(6,4,1)(7,4,1)(8,3,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_W_W_(w+1)*2)	psi(W_W_W_(w+1)*2)	
4639	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(6,4,1)(7,4,1)(8,3,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_W_W_(w+1)^2)	psi(W_W_W_(w+1)^2)	
4640	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,1)(7,4,1)(8,3,0)(7,4,0)(8,5,0)	psi(W_(W_W_(w+1)+1)))	psi(W_(W_W_(w+1)+1))	paren-1
